Year|Month|Day|Product Format|Total Net Sales|PO-Total
2020|February|14|95369296|11605.83|3545.256177
2020|February|15|95374113|13075.09|3994.073977
2020|February|16|95374114|6516.26|1990.535017
2020|February|17|95374599|91.17|27.84988283
2020|February|18|95379898|478.66|146.2172306
2020|February|19|95381083|12234.41|3737.269771
2020|February|20|95387416|4313.04|1317.512983
2020|February|21|95389034|3242110.34|990373.9508
2020|February|22|95389476|4465.73|1364.155503
2020|February|23|95391327|368.13|112.4534097
2020|February|24|95392943|2287.67|698.819145
2020|February|25|95395615|1489.88|455.116633
2020|February|26|95395616|851.36|260.0666474
2020|February|27|95395619|197.12|60.21464192
2020|February|28|95402904|12060.76|3684.224557
2020|February|1|95408398|1079.99|329.9067123
2020|February|2|95414477|535.18|163.4825084
2020|February|3|95416887|24935.6|7617.127765
2020|February|4|95416888|14961.56|4570.337753
2020|February|5|95430135|17915.12|5472.567653
2020|February|6|95430136|9085.86|2775.475885
2020|February|7|95437535|8601.82|2627.615215
2020|February|8|95437548|6548.69|2000.441474
2020|February|9|95463804|464.05|141.7542846
2020|February|10|95470951|56.14|17.14919844
2020|February|11|95470952|55.58|16.97813412
2020|February|12|95473426|10576.11|3230.705542
2020|February|13|95473904|1745.92|533.3296855
2020|February|14|95479569|168.03|51.32846125
2020|February|15|95483709|899.88|274.8881492
2020|February|16|95491330|181.59|55.47066166
2020|February|17|95492102|28686.61|8762.956316
2020|February|18|95507585|2979.2|910.0622017
2020|February|19|95908464|604.11|184.5386938
2020|February|20|95908486|735.7|224.7357552
2020|February|21|95911076|1660.19|507.1415704
2020|February|22|95912990|7583.24|2316.467538
2020|February|23|95914479|306.05|93.48970758
2020|February|24|95915137|3189.81|974.397661
2020|February|25|95932779|3085.15|942.4269608
2020|February|26|95932791|9748.69|2977.951895
2020|February|27|95940510|29641.52|9054.654589
2020|February|28|96253544|419.88|128.2615861
2020|February|1|96468253|75.27|22.99287793
2020|February|2|96468267|97.11|29.66438655
2020|February|3|96626400|739.72|225.9637526
2020|February|4|96660202|5472.49|1671.692501
2020|February|5|96660221|285.42|87.18782009
2020|February|6|96661410|376.1|114.8880216
2020|February|7|96661547|30525.53|9324.694898
2020|February|8|96673289|388.67|118.7278048
2020|February|9|96694770|132.31|40.41700118
2020|February|10|96830934|9028.43|2757.932627
2020|February|11|96878541|197.12|60.21464192
2020|February|12|96878542|600.44|183.4176116
2020|February|13|96901555|350.3|107.0068439
2021|February|14|3038094|388.9|360.7007318
2021|February|15|8654382|50.65|46.97735167
2021|February|16|9598230|1285.32|1192.12102
2021|February|17|11518460|22.61|20.97054139
2021|February|18|11519374|20.86|19.34743447
2021|February|19|11589280|58.01|53.80367563
2021|February|20|11611488|1055.96|979.3919896
2021|February|21|11612034|6969.97|6464.57516
2021|February|22|12589431|139.66|129.533207
2021|February|23|12598014|12539.9|11630.62768
2021|February|24|12606671|43700.98|40532.20742
2021|February|25|12611130|4189.94|3886.126059
2021|February|26|12612459|1574.62|1460.443781
2021|February|27|12633917|333.6|309.4105532
2021|February|28|12634126|10197.92|9458.465433
2021|February|1|12636524|33774.51|31325.50906
2021|February|2|12637192|1562.25|1448.970733
2021|February|3|12639692|650.84|603.6473754
2021|February|4|12640448|1919.79|1780.585389
2021|February|5|12642163|178.37|165.436332
2021|February|6|12643268|449.92|417.2961513
2021|February|7|12645298|10542.7|9778.24532
2021|February|8|12646457|1917|1777.997693
2021|February|9|12671379|14804.47|13730.99296
2021|February|10|12679099|81085.4|75205.87071
2021|February|11|12680750|2003.59|1858.309023
2021|February|12|12682079|15825.98|14678.43293
2021|February|13|12689039|10182.62|9444.274841
2021|February|14|12700116|3270.83|3033.66103
2021|February|15|13183767|1648.84|1529.282064
2021|February|16|13514044|5585.78|5180.753236
2021|February|17|13576846|23866.94|22136.34025
2021|February|18|13581202|129648.84|120247.9595
2021|February|19|13595628|15979.65|14820.96027
2021|February|20|13597089|10546.29|9781.575008
2021|February|21|13597428|420.99|390.4638752
2021|February|22|15075118|25985.63|24101.40334
2021|February|23|15129652|11963.48|11096.00409
2021|February|24|15896222|292.7|271.4762258
2021|February|25|15936931|198.72|184.3107468
2021|February|26|19167141|1669.73|1548.657323
2021|February|27|19177107|4574.75|4243.033358
2021|February|28|19179654|81878.89|75941.82448
2021|February|1|19208276|41101.36|38121.08673
2021|February|2|19209451|1260.42|1169.026527
2021|February|3|19209452|520.42|482.6841729
2021|February|4|19257214|1120.51|1039.261448
2021|February|5|19257222|472.87|438.5820392
2021|February|6|19257223|219.47|203.5561574
2021|February|7|19257224|386.27|358.261434
2021|February|8|19258424|561.65|520.9245719
2021|February|9|19352194|2298.48|2131.816452
2021|February|10|20789546|8640.19|8013.686952
2021|February|11|20794833|17824.76|16532.28073
2021|February|12|20827127|4064.64|3769.911603
2021|February|13|20839834|27845.17|25826.10747
2021|February|14|20856291|3216.68|2983.437464
2021|February|15|20856305|631.28|585.5056775
2021|February|16|20856306|892.46|827.7474289
2021|February|17|20868778|5766.96|5348.795814
2021|February|18|20883793|470.67|436.5415619
2021|February|19|20886376|10795.09|10012.33444
2021|February|20|20939309|3583|3323.19548
2021|February|21|20942001|1462.49|1356.444364
2021|February|22|20981770|35063.32|32520.86702
2021|February|23|20983829|913.81|847.5493333
2021|February|24|22737553|734.24|681.0000137
2021|February|25|22774205|15534.31|14407.91202
2021|February|26|22774206|6322.83|5864.359496
2021|February|27|22774901|1849.96|1715.818786
2021|February|28|22788860|4877.49|4523.82158
2021|February|1|22799541|22140.86|20535.41889
2021|February|2|22801689|376.5|349.1998599
2021|February|3|22806323|657.22|609.5647594
2021|February|4|22816652|1564.45|1451.011211
2021|February|5|22830097|2612.13|2422.723586
2021|February|6|22840301|4854.11|4502.136871
2021|February|7|22842245|17925.18|16625.41924
2021|February|8|22857406|1195.93|1109.212718
2021|February|9|22857407|982.44|911.2029492
2021|February|10|22878825|11272.07|10454.72846
2021|February|11|22886691|132.28|122.6883333
2021|February|12|22902540|1464.68|1358.475567
2021|February|13|22902563|741.02|687.2883936
2021|February|14|22923740|256.98|238.3462948
2021|February|15|22950586|1337.19|1240.229909
2021|February|16|22976568|1661.61|1541.126107
2021|February|17|22976569|276.94|256.8589886
2021|February|18|22978103|5984.04|5550.135271
2021|February|19|22987365|690.94|640.839711
2021|February|20|23119423|13027.13|12082.52848
2021|February|21|23158042|3478.25|3226.040937
2021|February|22|23166684|555.47|515.1926857
2021|February|23|23217281|494.59|458.7271148
2021|February|24|23227744|4702.96|4361.946808
2021|February|25|23233249|984365.89|912989.1923
2021|February|26|23236301|964.88|894.9162306
2021|February|27|23238284|43.33|40.1881273
2021|February|28|23279156|8736.23|8102.76306
2021|February|1|23423409|13991.42|12976.89749
2021|February|2|23431875|3725.46|3455.325658
2021|February|3|23439650|145.05|134.5323763
2021|February|4|23482933|1638.87|1520.034992
2021|February|5|24263196|2363.98|2192.567025
2021|February|6|24273080|1006.38|933.4070518
2021|February|7|24275868|28941.74|26843.16482
2021|February|8|24298906|159079.45|147544.5462
2021|February|9|24578214|233.64|216.698686
2021|February|10|24589757|2888.27|2678.840583
2021|February|11|25181860|54763.84|50792.89577
2021|February|12|25195582|26746.61|24807.20442
2021|February|13|25195813|279.33|259.0756889
2021|February|14|25195820|62.85|58.29272562
2021|February|15|25198656|2253.59|2090.18144
2021|February|16|25198942|15051.48|13960.09218
2021|February|17|25200561|6868.72|6370.666831
2021|February|18|25202588|20173.38|18710.60151
2021|February|19|25815554|187.95|174.3216831
2021|February|20|25865103|43835.4|40656.88058
2021|February|21|25874317|4540.44|4211.211187
2021|February|22|25933302|5401.04|5009.408795
2021|February|23|25939180|2962.29|2747.493368
2021|February|24|25940125|810.26|751.5077782
2021|February|25|25946596|1364.86|1265.893548
2021|February|26|25980499|4056.88|3762.714283
2021|February|27|26224661|324.14|300.6365009
2021|February|28|26309707|20672.39|19173.42813
2021|February|1|26315189|4935.16|4577.309909
2021|February|2|26321310|5579.45|5174.882227
2021|February|3|28289671|494837.59|458956.7519
2021|February|4|28290887|179.57|166.5493196
2021|February|5|39001027|1442.54|1337.940945
2021|February|6|39064274|2341.38|2171.605758
2021|February|7|42334473|53700.71|49806.85368
2021|February|8|42346440|20427.77|18946.54561
2021|February|9|42355561|1324.02|1228.01487
2021|February|10|42357373|986.93|915.3673778
2021|February|11|42357432|6663.41|6180.243927
2021|February|12|42373348|4114.79|3816.42521
2021|February|13|42390991|815.24|756.1266767
2021|February|14|42392762|230.8|214.0646153
2021|February|15|42406141|411.76|381.9031456
2021|February|16|42421796|21275.94|19733.21452
2021|February|17|42427071|2328.01|2159.205221
2021|February|18|42450178|10549.84|9784.867596
2021|February|19|42465924|581.01|538.8807719
2021|February|20|42472886|196.08|181.8621741
2021|February|21|42478284|677.97|628.81017
2021|February|22|42489195|223.27|207.0806181
2021|February|23|42504627|1023.69|949.461898
2021|February|24|42521434|4939.35|4581.19609
2021|February|25|42527771|241.02|223.5435597
2021|February|26|42553655|77.61|71.98247311
2021|February|27|42582865|2508.99|2327.062301
2021|February|28|42589021|16162.41|14990.46828
2021|February|1|42598682|4498.39|4172.210247
2021|February|2|42599080|17491.59|16223.269
2021|February|3|42621072|26371.91|24459.67404
2021|February|4|42676498|25744.21|23877.48878
2021|February|5|42698422|4633.65|4297.662499
2021|February|6|42739192|3993.02|3703.484793
2021|February|7|42752781|6855.33|6358.247744
2021|February|8|42763357|1278.95|1186.212911
2021|February|9|52033625|346.97|321.81109
2021|February|10|52098761|203.51|188.7534223
2021|February|11|52136986|424.98|394.164559
2021|February|12|55504814|767.22|711.5886229
2021|February|13|55568389|6733.44|6245.196028
2021|February|14|55568390|3800.88|3525.276928
2021|February|15|55573487|182.76|169.5080117
2021|February|16|55574240|2408.27|2233.645542
2021|February|17|55579992|751.05|696.591115
2021|February|18|55590441|2091.5|1939.84464
2021|February|19|84036798|11125.7|10318.9718
2021|February|20|84156930|854.95|792.9572914
2021|February|21|84277350|3011952.54|2793554.861
2021|February|22|84364222|12413.96|11513.81964
2021|February|23|84443372|93873.44|87066.64568
2021|February|24|84443373|232745.63|215869.167
2021|February|25|84540755|126778.62|117585.8601
2021|February|26|84621827|471.72|437.5154261
2021|February|27|84652843|177079.38|164239.2953
2021|February|28|84676688|397253.27|368448.3034
2021|February|1|84676689|402440.91|373259.7859
2021|February|2|84741540|2255882.66|2092307.859
2021|February|3|84796311|7139.67|6621.970156
2021|February|4|84922348|3628843.74|3365715.075
2021|February|5|84981424|883.17|819.1310499
2021|February|6|90242277|138.67|128.6149922
2021|February|7|90451441|2161.81|2005.056439
2021|February|8|90523189|481.25|446.3544026
2021|February|9|93270052|101.96|94.56684652
2021|February|10|93282665|1122.91|1041.487423
2021|February|11|93288274|1931.36|1791.316445
2021|February|12|93399899|244.81|227.0587456
2021|February|13|93740791|571.83|530.3664167
2021|February|14|94509632|20337.94|18863.22921
2021|February|15|94518424|960.78|891.113523
2021|February|16|94529528|3346.37|3103.723599
2021|February|17|94556450|389.47|361.2294009
2021|February|18|94560841|12086.19|11209.81635
2021|February|19|94571981|43.89|40.70752152
2021|February|20|94700309|1753.39|1626.251109
2021|February|21|94713061|25400.36|23558.57146
2021|February|22|94772339|3441.74|3192.178289
2021|February|23|94777789|3046.09|2825.217002
2021|February|24|94780540|1033.92|958.9501173
2021|February|25|95072281|503.19|466.7035259
2021|February|26|95072937|8981.44|8330.192802
2021|February|27|95078826|49093.22|45533.45431
2021|February|28|95081732|129.9|120.4809078
2021|February|1|95092182|8855.29|8213.18998
2021|February|2|95102240|1727.45|1602.192027
2021|February|3|95102241|6786.91|6294.788901
2021|February|4|95127309|5751.8|5334.735071
2021|February|5|95127310|387.67|359.5599195
2021|February|6|95134678|1458.33|1352.586007
2021|February|7|95173683|238.23|220.9558635
2021|February|8|95173685|213.09|197.6387733
2021|February|9|95214082|488.34|452.9303043
2021|February|10|95229299|135.42|125.6006508
2021|February|11|95238094|295.09|273.6929261
2021|February|12|95244757|172.18|159.695171
2021|February|13|95244758|362.75|336.446877
2021|February|14|95249844|4741.13|4397.349088
2021|February|15|95259707|295.69|274.2494199
2021|February|16|95278002|380.69|353.0860416
2021|February|17|95281389|352.35|326.8009844
2021|February|18|95281673|539.11|500.0189548
2021|February|19|95298551|24812.45|23013.29101
2021|February|20|95298592|2887.47|2678.098591
2021|February|21|95301207|3600|3338.962804
2021|February|22|95315620|48477.33|44962.2227
2021|February|23|95315621|191665.35|177767.6318
2021|February|24|95315638|44164.14|40961.78354
2021|February|25|95315639|205638.27|190727.3707
2021|February|26|95316047|3114.92|2889.056116
2021|February|27|95316519|236.03|218.9153863
2021|February|28|95319189|506.78|470.0332138
2021|February|1|95326257|4818.62|4469.220263
2021|February|2|95330587|40869.91|37906.41925
2021|February|3|95351862|4152.37|3851.280272
2021|February|4|95352366|15223.86|14119.97285
2021|February|5|95352965|23764.3|22041.14271
2021|February|6|95369117|2333.2|2164.018893
2021|February|7|95374599|3739.28|3468.143565
2021|February|8|95416887|18592.18|17244.05485
2021|February|9|95421257|421.51|390.9461699
2021|February|10|95430135|610.29|566.0376693
2021|February|11|95437535|5010.38|4647.075682
2021|February|12|95459391|2748.6|2549.298101
2021|February|13|95470951|130.49|121.0281267
2021|February|14|95470952|195.47|181.2964054
2021|February|15|95473425|19712.69|18283.3163
2021|February|16|95479569|195.33|181.1665568
2021|February|17|95491330|421.39|390.8348711
2021|February|18|95492102|28635.28|26558.92633
2021|February|19|95493134|40.3|37.37783361
2021|February|20|95493873|268.56|249.0866252
2021|February|21|95494217|191.54|177.651371
2021|February|22|95908486|846.34|784.9716054
2021|February|23|95914479|530.65|492.1723922
2021|February|24|95915136|1129.29|1047.404807
2021|February|25|95915137|1134.68|1052.403976
2021|February|26|95940509|7443.54|6903.806441
2021|February|27|95987387|50.25|46.6063558
2021|February|28|95999938|7534.93|6988.569722
2021|February|1|96253544|19465.28|18053.84608
2021|February|2|96495288|2186.75|2028.188031
2021|February|3|96591649|26.74|24.80107372
2021|February|4|96627717|356.94|331.058162
2021|February|5|96628697|2779.73|2578.170854
2021|February|6|96649301|730.25|677.2993299
2021|February|7|96660374|753.19|698.5759429
2021|February|8|96661547|30864.27|28626.29153
2021|February|9|96673289|231.41|214.630384
2021|February|10|96694779|927.77|860.4970891
2021|February|11|96830933|4207.1|3902.041781
2021|February|12|96830934|29449.72|27314.31102
2021|February|13|96844740|138.67|128.6149922
2021|February|14|96848179|355.8|330.0008238
2022|February|15|3038094|115.46|82.235175
2022|February|16|11515776|51.18|36.45241864
2022|February|17|11518460|11.03|7.856001907
2022|February|18|11547581|194.4|138.4593627
2022|February|19|11547918|168.6|120.0835831
2022|February|20|12380318|6383.47|4546.55961
2022|February|21|12584041|4886.1|3480.073519
2022|February|22|12584310|1918.85|1366.680803
2022|February|23|12589461|622.35|443.2622654
2022|February|24|12594875|1211.7|863.0206266
2022|February|25|12597567|6418.14|4571.252954
2022|February|26|12598014|4672.85|3328.188442
2022|February|27|12609317|3006.39|2141.269771
2022|February|28|12609597|6787.92|4834.624884
2022|February|1|12611130|5074.12|3613.988794
2022|February|2|12616916|134.21|95.589666
2022|February|3|12618010|1246.56|887.8492963
2022|February|4|12618102|806.21|574.2146236
2022|February|5|12622668|125.49|89.37893739
2022|February|6|12623514|231.95|165.2039567
2022|February|7|12625480|450.3|320.7214559
2022|February|8|12626644|1135.69|808.8833007
2022|February|9|12634126|9499.68|6766.047525
2022|February|10|12639249|463.75|330.3010775
2022|February|11|12640448|10732.17|7643.875611
2022|February|12|12640455|825.44|587.9109895
2022|February|13|12641847|185909.89|132412.3708
2022|February|14|12642163|2243.58|1597.966343
2022|February|15|12643667|1981.69|1411.437935
2022|February|16|12643670|6433.7|4582.335401
2022|February|17|12645298|17185.7|12240.33472
2022|February|18|12647263|836.29|595.6387883
2022|February|19|12653318|34924.19|24874.38833
2022|February|20|12657189|5246.88|3737.035294
2022|February|21|12673207|14456.79|10296.69717
2022|February|22|12673301|1077.5|767.438083
2022|February|23|12674639|538.42|383.4840024
2022|February|24|12679099|250747|178591.923
2022|February|25|12680750|1866.48|1329.38082
2022|February|26|12689039|25818.98|18389.29793
2022|February|27|12700116|2987.58|2127.872546
2022|February|28|12706595|4254.33|3030.101958
2022|February|1|13297792|239.72|170.7380578
2022|February|2|13363695|404.23|287.9085812
2022|February|3|13409385|45.01|32.0579008
2022|February|4|13503368|507.3|361.3191086
2022|February|5|13516863|11537.33|8217.342383
2022|February|6|13576846|20123.53|14332.77335
2022|February|7|13587704|1664.01|1185.173684
2022|February|8|13588053|6722.67|4788.151255
2022|February|9|13592493|1344.93|957.9122979
2022|February|10|13595628|2977.32|2120.564968
2022|February|11|13597089|14735.55|10495.24106
2022|February|12|13597416|1560.87|1111.7133
2022|February|13|13597428|2583.99|1840.419798
2022|February|14|15075118|13775.55|9811.491122
2022|February|15|15864780|239.41|170.5172635
2022|February|16|15896222|4965.12|3536.354686
2022|February|17|15926330|72685.47|51769.46428
2022|February|18|15936931|139.6|99.42863702
2022|February|19|19149747|1236.62|880.7696354
2022|February|20|19151463|1863.8|1327.472018
2022|February|21|19152924|3651.48|2600.728363
2022|February|22|19153220|1159.35|825.7348877
2022|February|23|19167140|314.09|223.7073109
2022|February|24|19177106|8139.27|5797.109759
2022|February|25|19177107|10407.22|7412.433379
2022|February|26|19179654|97065.3|69133.7427
2022|February|27|19208276|11485.12|8180.156358
2022|February|28|19209451|2677.57|1907.071172
2022|February|1|19209452|9470.62|6745.349844
2022|February|2|19211065|709.91|505.6259578
2022|February|3|19256976|103.77|73.90909501
2022|February|4|19257222|617.84|440.0500651
2022|February|5|19257223|122.83|87.48438026
2022|February|6|19257224|1080.52|769.5890463
2022|February|7|19257391|3113.19|2217.336952
2022|February|8|19258417|1694.52|1206.904112
2022|February|9|19258419|4961.12|3533.505728
2022|February|10|19258424|531.66|378.6692633
2022|February|11|19258624|2050.35|1460.3403
2022|February|12|19259485|15597.05|11108.83541
2022|February|13|19353644|1415.05|1007.854533
2022|February|14|19421474|3252.03|2316.224287
2022|February|15|19427997|112755.91|80309.21523
2022|February|16|20785536|751.21|535.0414499
2022|February|17|20839834|12104|8620.947152
2022|February|18|20840181|8645.58|6157.723751
2022|February|19|20856293|1105.6|787.4520135
2022|February|20|20863685|6255.18|4455.186402
2022|February|21|20874709|7627.25|5432.42888
2022|February|22|20885204|256.39|182.6110906
2022|February|23|20913315|2917.36|2077.859087
2022|February|24|20920721|1551.8|1105.253287
2022|February|25|20925202|617.86|440.0643099
2022|February|26|20941520|286.2|203.8429507
2022|February|27|20956906|2791.76|1988.401803
2022|February|28|20965825|4657.54|3317.284055
2022|February|1|20969813|6978.32|4970.235288
2022|February|2|22737553|958.51|682.6887025
2022|February|3|22741672|1783.14|1270.022778
2022|February|4|22774205|2357.58|1679.161648
2022|February|5|22774206|2356.58|1678.449408
2022|February|6|22788860|2272.04|1618.236679
2022|February|7|22799541|26811.09|19095.91788
2022|February|8|22810190|675.16|480.8756344
2022|February|9|22810191|679.68|484.0949571
2022|February|10|22816652|4372.52|3114.281547
2022|February|11|22819346|1329.47|946.9010749
2022|February|12|22830097|24330.66|17329.2576
2022|February|13|22830098|8283.62|5899.921534
2022|February|14|22840644|3089.19|2200.243203
2022|February|15|22857406|1487.1|1059.17139
2022|February|16|22857407|457.96|326.1772107
2022|February|17|22886833|14651.39|10435.29898
2022|February|18|22886834|11257|8017.680279
2022|February|19|22909142|8531.69|6076.606792
2022|February|20|22949861|70280.34|50056.43564
2022|February|21|22966687|1809.8|1289.011084
2022|February|22|23120004|2929.2|2086.292002
2022|February|23|23124157|4247.9|3025.522258
2022|February|24|23136996|2775.1|1976.535892
2022|February|25|23144321|3129.77|2229.145883
2022|February|26|23158042|16200.95|11538.95685
2022|February|27|23208808|525.32|374.1536647
2022|February|28|23233249|913122.19|650361.7105
2022|February|1|23269737|1753.5|1248.911999
2022|February|2|23482933|6198.35|4414.70983
2022|February|3|23490195|962.23|685.3382335
2022|February|4|23524604|20270.28|14437.2945
2022|February|5|24230719|2454.95|1748.51241
2022|February|6|24258938|171.94|122.4624631
2022|February|7|24262388|377.26|268.6994814
2022|February|8|24271283|269.21|191.7420012
2022|February|9|24275868|9019.29|6423.894782
2022|February|10|24294053|94939.23|67619.47162
2022|February|11|25187376|27442.36|19545.53332
2022|February|12|25192330|6979.91|4971.367749
2022|February|13|25194223|1043.07|742.9156763
2022|February|14|25194475|234.18|166.7922508
2022|February|15|25195479|4738.87|3375.210495
2022|February|16|25195582|291098.69|207331.9913
2022|February|17|25198656|17492.81|12459.0706
2022|February|18|25199831|16451.2|11717.19479
2022|February|19|25799169|4511.14|3213.012189
2022|February|20|25835392|199.5|142.0917843
2022|February|21|25848407|6003.53|4275.951327
2022|February|22|25848408|27935.14|19896.51071
2022|February|23|25849161|171.32|122.0208746
2022|February|24|25865102|14848.14|10575.43211
2022|February|25|25865103|18627.73|13267.40548
2022|February|26|25874317|7878.45|5611.343448
2022|February|27|25892345|141.26|100.6109546
2022|February|28|25939180|5574.56|3970.42194
2022|February|1|25940125|1532.01|1091.158067
2022|February|2|25980546|557|396.7174127
2022|February|3|25984335|2471.63|1760.392565
2022|February|4|26211724|2320.13|1652.488278
2022|February|5|26224661|1182.16|841.9810712
2022|February|6|26224662|1182.16|841.9810712
2022|February|7|26225313|21.29|15.16357938
2022|February|8|26232599|945.61|673.5008127
2022|February|9|26273302|1501.38|1069.342171
2022|February|10|26307959|184340.14|131294.3329
2022|February|11|26309707|54719.94|38973.70381
2022|February|12|26310046|32860.35|23404.43992
2022|February|13|26310048|32930.09|23454.1115
2022|February|14|26315189|4547.81|3239.130012
2022|February|15|39001027|5376.07|3829.049517
2022|February|16|39064274|2181.34|1553.636555
2022|February|17|39116555|4483.48|3193.311644
2022|February|18|39122801|21170.9|15078.75166
2022|February|19|39136242|736.19|524.3436124
2022|February|20|42346440|52325.11|37268.01124
2022|February|21|42348896|135.9|96.79335079
2022|February|22|42354517|11712.37|8342.012789
2022|February|23|42355561|3079.33|2193.220522
2022|February|24|42371584|4430.46|3155.548705
2022|February|25|42371945|4512.75|3214.158895
2022|February|26|42389813|698.31|497.3639793
2022|February|27|42395249|6090.94|4338.208183
2022|February|28|42397846|805.55|573.7445455
2022|February|1|42420680|7543.52|5372.793065
2022|February|2|42421796|11103.04|7908.023882
2022|February|3|42436053|3561.53|2536.662418
2022|February|4|42463359|8976.81|6393.638847
2022|February|5|42465924|68.36|48.6886936
2022|February|6|42465941|661.9|471.4313384
2022|February|7|42478284|48060.27|34230.42364
2022|February|8|42490017|1793.8|1277.615251
2022|February|9|42491593|3264.76|2325.291096
2022|February|10|42498375|2414.73|1719.866137
2022|February|11|42504626|633.4|451.1325121
2022|February|12|42527027|6898.84|4913.626491
2022|February|13|42532984|292.74|208.5009971
2022|February|14|42554958|288220.38|205281.9452
2022|February|15|42569181|4512.75|3214.158895
2022|February|16|42598682|8190.05|5833.277282
2022|February|17|42666441|3907.99|2783.424922
2022|February|18|42673417|24608.42|17527.08925
2022|February|19|42676498|19984.29|14233.60112
2022|February|20|42680785|47113.17|33555.86159
2022|February|21|42703389|49438.8|35212.26719
2022|February|22|42739192|4959.28|3532.195208
2022|February|23|42740217|71.43|50.87526893
2022|February|24|42752781|19035.77|13558.02769
2022|February|25|42775588|4700.56|3347.924599
2022|February|26|52069899|2108.13|1501.4935
2022|February|27|52087616|1641.96|1169.468803
2022|February|28|52098761|10476.11|7461.49956
2022|February|1|52123583|2971.06|2116.106349
2022|February|2|55486552|308.82|219.9538086
2022|February|3|55568389|1568.6|1117.218911
2022|February|4|55568390|2360.48|1681.227143
2022|February|5|55573487|259.08|184.5270149
2022|February|6|55595130|311.43|221.8127538
2022|February|7|55599222|528.56|376.4613208
2022|February|8|84031919|154.74|110.2119434
2022|February|9|84031920|383.86|273.4002622
2022|February|10|84114408|187467.36|133521.6625
2022|February|11|84150736|25281.85|18006.73271
2022|February|12|84156926|15143.37|10785.70658
2022|February|13|84209473|18595.02|13244.10812
2022|February|14|84258441|9709.75|6915.667681
2022|February|15|84273011|1924.83|1370.939996
2022|February|16|84277350|2765541.13|1969727.687
2022|February|17|84278262|786373.67|560086.4054
2022|February|18|84278263|786373.67|560086.4054
2022|February|19|84293392|19.91|14.18068885
2022|February|20|84443370|43230.63|30790.56317
2022|February|21|84540753|70059.48|49899.13042
2022|February|22|84540754|23353.16|16633.04347
2022|February|23|84618992|549.03|391.0408638
2022|February|24|84676688|1015096.52|722991.8583
2022|February|25|84676689|1297528.2|924150.8626
2022|February|26|84726034|1246333.68|887688.1022
2022|February|27|84726035|1246333.68|887688.1022
2022|February|28|84726038|1243553.91|885708.2402
2022|February|1|84726039|1243553.91|885708.2402
2022|February|2|84741540|1578110.66|1123992.779
2022|February|3|84751397|4531.52|3227.52763
2022|February|4|84853275|2564.75|1826.716309
2022|February|5|84922348|1135091.34|808456.9113
2022|February|6|89017573|1464.26|1042.90384
2022|February|7|89019137|6145.46|4377.039482
2022|February|8|89019143|1439.19|1025.047995
2022|February|9|90324412|418.65|298.1790751
2022|February|10|90345457|262.34|186.8489157
2022|February|11|90446618|820.78|584.5919534
2022|February|12|90537356|467.59|333.0360772
2022|February|13|93283794|668.94|476.4455046
2022|February|14|94509632|81088.61|57754.51268
2022|February|15|94515071|120.58|85.88184134
2022|February|16|94515863|1416.69|1009.022606
2022|February|17|94523424|4559.23|3247.263788
2022|February|18|94525818|10333.74|7360.098019
2022|February|19|94532509|1783.53|1270.300551
2022|February|20|94538119|3540.73|2521.847836
2022|February|21|94538392|3623.23|2580.607597
2022|February|22|94544440|681.47|485.3698658
2022|February|23|94551787|1902.91|1355.327705
2022|February|24|94558122|3016.13|2148.206984
2022|February|25|94558564|4488.9|3197.171982
2022|February|26|94559626|15668.3|11159.58247
2022|February|27|94560841|11258.08|8018.449497
2022|February|28|94706827|2571.99|1831.872923
2022|February|1|94729288|523.52|372.8716336
2022|February|2|94769820|1671.23|1190.316053
2022|February|3|94771584|143.49|102.1992487
2022|February|4|94772338|3688.49|2627.088348
2022|February|5|94777789|2838.89|2021.969651
2022|February|6|95025591|18681.7|13305.84504
2022|February|7|95026454|34.83|24.80730249
2022|February|8|95072281|1641.27|1168.977357
2022|February|9|95072614|1066.45|759.5678363
2022|February|10|95072631|1421.92|1012.747619
2022|February|11|95072632|4756.19|3387.546483
2022|February|12|95073344|5273.22|3755.795683
2022|February|13|95073345|3516.14|2504.333866
2022|February|14|95075272|1810.99|1289.858649
2022|February|15|95092182|12862.23|9160.988523
2022|February|16|95131545|10362.48|7380.567783
2022|February|17|95139140|4270.77|3041.811176
2022|February|18|95190194|16125.04|11484.89075
2022|February|19|95191534|857.19|610.5245943
2022|February|20|95218373|1966.39|1400.54067
2022|February|21|95227395|5611.52|3996.746312
2022|February|22|95235145|19571.93|13939.90203
2022|February|23|95238091|846.95|603.2312616
2022|February|24|95238092|1693.9|1206.462523
2022|February|25|95238094|2200.16|1567.040903
2022|February|26|95238490|80.84|57.57744281
2022|February|27|95238491|321.38|228.899537
2022|February|28|95249845|3245.42|2311.516384
2022|February|1|95259702|309.53|220.4594987
2022|February|2|95261605|2407.07|1714.410382
2022|February|3|95269001|2302.06|1639.61811
2022|February|4|95291941|798.77|568.9155615
2022|February|5|95298551|53157.68|37861.0005
2022|February|6|95315621|238187.06|169646.2373
2022|February|7|95315638|13036.34|9284.996546
2022|February|8|95315639|373021.7|265680.7966
2022|February|9|95319189|661.46|471.117953
2022|February|10|95327449|4281.41|3049.389404
2022|February|11|95328088|7067.95|5034.073317
2022|February|12|95328089|7366.61|5246.790772
2022|February|13|95330570|1178.79|839.580824
2022|February|14|95332074|2682.55|1910.618125
2022|February|15|95350452|278.41|198.2946048
